name,comment
陈记顺河牛肉宴(大宁店),1487
樱花渡火锅,19
青锅花椒鱼·纸包鱼(包头南路店),458
蜀九香(延安西路店),4891
粤品捞猪肚鸡(共康店),759
香港燚丰海鲜火锅,807
肥妈正宗澳门猪骨煲,40
严记老北京涮锅(徐汇店),1250
华虾乡&老北京铜锅涮羊肉(九百店),818
京韵胡同羊蝎子火锅涮肉(长寿路店),6428
老北京涮锅,162
李鸭血重庆老火锅,48
四川香天下火锅(龙阳店),2167
御香海(宋园店),1097
四川香天下火锅(泗泾店),319
大龙燚火锅(长寿店),4649
牛很鲜潮汕牛肉火锅,8950
老长沙跳跳蛙,1532
四川香天下火锅(唐镇店),941
韩膳宫料理(新世界城店),17490
山城辣妹子(汇都店),8310
四川香天下火锅(米岛美食中心店),5694
云南蒸汽石锅鱼(汇阳广场店),741
虹村正宗潮汕打边炉(合川路店),341
骨又几筒骨煲火锅料理,257
重庆牧羊传奇火锅(杨浦新江湾城店),534
四川香天下火锅(延安西路店),6209
老门框爆肚涮肉店(淮海东路店),1824
炊二哥四川火锅(长宁店),1289
吴记鲜定味,2591
四川香天下火锅(川沙店),764
那都不是锅港式打边炉(鹿都商业广场店),307
海道传火锅,5891
舞泽蟹物料理(新世界城店),2301
七婆串串香火锅,378
捞鲜生锅物料理,3524
巴实重庆老麻火锅(虹桥新华联店),1590
豆捞坊·胶原花胶火锅(万达广场松江店),2976
花好月圆宫廷火锅,323
洪员外牛腩火锅(晶品店),2646
巴实重庆老麻火锅(七宝宝龙店),3193
八道湾热气羊肉羊蝎子火锅(三钢里店),8098
重庆巴王府火锅,2644
蜀城巷子老成都火锅(潍坊路店),6479
大龙燚火锅(大木桥路店),2797
禾牛赞寿喜烧,558
贵家炭火烤肉(189弄购物中心店),1638
哈尼石锅鱼(富都广场店),1331
椰子不语(淮海路店),7175
渝利火锅(漕宝路店),571
红料理|串串有瘾(物华路店),2987
七欣天品蟹轩(亿丰时代广场店),966
让签签飞小郡肝串串香(福州路旗舰店),558
一锅入魂日式火锅(徐家汇店),568
握料理,808
销魂美蛙鱼头火锅,425
上渔(龙湖天街店),257
筑间幸福锅物(东明广场店),412
椰庭椰子鸡(徐汇日月光店),1467
熬八年台湾火锅(陆家嘴店),572
陈记顺和牛肉店(浙江南路店),5098
炉得香双层烤鸭火锅(松江店),396
海底捞火锅(南奉公路店),32
大头椰(万象城店),1282
东来顺(爱琴海购物中心店),845
重庆熬家老火锅(金桥太茂店),3478
